,rmse,chroma_stft,spec_cent,spec_bw,rolloff,zcr,mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,raga
371,0.1251794,0.25470674,1545.5593427603244,1952.1570977802762,2995.9068841609424,0.05108472511126161,-212.60202,102.478775,-8.392802,37.92272,12.820679,-9.839484,-5.761857,3.2893422,-13.639694,3.9656427,-13.365065,-1.1364598,-6.5480895,ragamalika
372,0.13076444,0.2604886,1662.668499046951,1995.1601098076812,3226.988820173423,0.059637961372871515,-194.30107,100.08945,-12.756761,35.716393,8.911109,-9.205549,-5.067712,3.167888,-13.399538,4.991157,-11.0824,-0.8438084,-5.525458,ragamalika
373,0.11257148,0.25599176,1594.0371550253258,1965.04186256056,3139.8810135690787,0.05970145305243808,-233.15616,102.24238,-10.248378,29.897823,6.5584655,-9.145525,-3.251715,0.9627434,-10.375851,7.466221,-11.838917,-1.8793008,-6.0510116,ragamalika
374,0.1214054,0.2531162,1608.913063888002,1974.8399428386383,3172.005819314774,0.06111036365615325,-226.793,101.16586,-10.204902,30.30444,5.985637,-10.446469,-2.0081644,1.9522673,-12.228055,9.036004,-12.530472,0.1661737,-5.667997,ragamalika
375,0.14621063,0.25980595,1612.9842847203906,1928.7819577077473,3176.3307931622485,0.05977363704527864,-175.53769,108.30016,-18.406837,29.5318,4.033069,-9.682209,-2.4397225,2.5804837,-17.501373,11.968522,-16.050667,-2.9742186,-8.574785,ragamalika
376,0.1548502,0.27952316,1600.6699119825532,1928.5445180055772,3059.2648343774185,0.059444462920859135,-182.35211,104.11056,-11.401173,34.066048,9.03383,-5.556585,-3.927107,3.8572016,-14.471016,5.8384166,-12.772777,-4.537649,-9.737011,ragamalika
377,0.11264111,0.2476941,1695.9037829295728,1980.0256759008232,3253.5719927619484,0.06382803429760062,-202.19667,100.54199,-14.7871065,31.366102,5.007124,-6.7911305,-5.666302,2.2879236,-12.045888,8.917366,-11.610165,-3.3728654,-10.192603,ragamalika
378,0.13666937,0.24818419,1521.2298816799575,1888.345469581023,2975.607006911523,0.054888556985294115,-204.69635,107.25728,-12.297213,33.556557,7.4657917,-9.90348,-2.0840223,2.0933397,-15.103041,8.6590605,-12.483435,-3.6393855,-7.3436894,ragamalika
379,0.13248503,0.2290144,1576.797382435166,1922.0550852988604,3115.664493336397,0.054219626789860684,-210.87737,99.90944,-14.07248,34.203163,5.795032,-9.583088,-3.2831097,2.8619964,-16.3245,3.8500416,-15.1423,-3.2131727,-7.7391076,ragamalika
380,0.039669167,0.19205247,1752.8032959732768,1933.622057638426,3330.89652519108,0.07425465303308823,-338.48642,93.993286,-24.997402,26.940384,0.22059579,-10.806593,-8.274081,-5.7792773,-8.582767,8.270426,-6.5799203,-5.2677665,-6.976165,ragamalika
381,0.06766541,0.26407322,1474.109567638858,1906.0268920014469,2953.632139790538,0.05143770861551858,-274.02887,109.87606,-9.97844,36.653343,14.022288,-4.6172814,-1.3762939,1.386836,-6.285027,5.6957545,-5.1276402,-1.0806417,-3.492025,ragamalika
382,0.1020137,0.2633734,1605.1093223621199,1980.9220300286413,3133.2727201951916,0.054923326238390094,-216.32474,107.96391,-9.691378,31.892946,9.288335,-7.7439284,-5.98701,2.9210186,-13.682079,6.939015,-12.831638,-2.3116364,-8.65122,ragamalika
383,0.07907751,0.30660197,1418.0909195273916,1904.937219931925,2860.941033614309,0.0465628325754644,-248.79985,115.95905,-3.6484454,33.509045,12.676696,-2.0380173,-1.3526163,4.163169,-9.958203,7.6984515,-10.076147,-2.9220655,-4.637357,ragamalika
384,0.09789693,0.25989476,1642.069636940417,1957.8154123595637,3206.797275602264,0.06237755176083591,-218.65843,105.6001,-9.790147,38.951458,7.744076,-8.1802845,-1.5372467,5.217062,-15.092414,9.289593,-15.245993,-1.3324847,-7.5859346,ragamalika
385,0.11126787,0.24418919,1788.6069922584302,1981.4224524593237,3432.754242604731,0.0732591941998839,-191.20721,99.78981,-20.16638,30.23594,3.7702107,-9.870804,-5.752065,4.6939497,-16.271133,8.293313,-18.27481,-2.9725997,-7.8713117,ragamalika
386,0.11183534,0.2622949,1657.800495601495,1968.1048630797673,3250.7386765612905,0.06418177365518576,-217.76529,99.99979,-9.296241,26.414642,4.6288915,-3.32486,-1.1057545,-0.3692422,-13.228068,10.603284,-11.330713,-4.3524747,-9.741599,ragamalika
387,0.14886904,0.26065725,1800.6078840137234,2047.084507945734,3452.4041237845877,0.07182080531636997,-167.74722,97.156784,-13.988584,30.72731,3.072462,-6.4286594,-1.5197858,3.9401462,-16.692295,13.11981,-16.666735,-1.8347878,-10.845398,ragamalika
388,0.13072851,0.25123587,1781.6618857712308,1959.8630613539146,3427.0459437887,0.07712084885352168,-170.99763,101.271286,-21.887592,23.905067,-3.3015227,-4.034889,-2.8462098,1.4723107,-16.143745,11.630065,-15.049653,-6.390988,-8.538827,ragamalika
389,0.13539234,0.2868117,1474.709189890414,1868.4510656031325,2833.35786707261,0.052294846289667185,-189.4285,116.58554,-12.643025,26.26964,8.435871,-4.6148105,-10.948054,-0.17991076,-12.258121,3.1478052,-11.137453,-5.4178276,-7.508198,ragamalika
390,0.074112,0.20590363,1816.0749543499753,1900.1802498469315,3415.467167131922,0.07841867926434923,-248.19081,83.54722,-41.188618,28.62712,-11.016963,-24.902618,-19.915775,-20.832195,-13.002888,-7.8208613,-16.484516,-10.75508,-11.169889,ragamalika
391,0.074112,0.20590363,1816.0749543499753,1900.1802498469315,3415.467167131922,0.07841867926434923,-248.19081,83.54722,-41.188618,28.62712,-11.016963,-24.902618,-19.915775,-20.832195,-13.002888,-7.8208613,-16.484516,-10.75508,-11.169889,ragamalika
392,0.09081791,0.22458038,2097.805277504517,1924.5878111917996,3749.6495980067702,0.10841580562853678,-211.77605,65.31471,-53.779114,25.366064,-17.271866,-27.89041,-20.4261,-20.258747,-15.338292,-8.029088,-18.636585,-10.296694,-12.363242,ragamalika
393,0.07192567,0.22081247,1931.095746206166,1883.3912794027483,3606.463371406376,0.08972256783043654,-236.25867,78.817055,-49.534,29.567297,-16.234318,-24.386257,-22.069368,-23.68798,-15.098401,-9.660337,-18.315325,-12.348913,-12.049096,ragamalika
394,0.08055684,0.21498036,1767.4055562904098,1889.1942296169993,3339.892064975748,0.0706274946948262,-233.7789,88.61793,-40.039776,30.627254,-7.3451324,-27.826954,-22.151358,-20.621061,-16.195574,-9.209117,-16.653788,-8.503772,-12.168768,ragamalika
395,0.08073692,0.22255008,1909.2440735814012,1856.5968479969088,3487.821863000202,0.09247541620351657,-234.24768,78.98109,-48.54562,28.123888,-14.7437,-28.635895,-24.697111,-20.452768,-16.001408,-10.478481,-16.117228,-7.9366646,-10.236875,ragamalika
396,0.079354964,0.23638779,2000.8061018878295,1826.167840088223,3587.4107515031324,0.1054975653041633,-226.86449,73.83822,-58.795403,22.976358,-17.964851,-24.814194,-20.890934,-20.313057,-15.706768,-8.805466,-17.095112,-11.442816,-10.779983,ragamalika
397,0.06749071,0.22032422,1873.925406982444,1848.9224661028002,3415.5019823350344,0.0858111863379143,-241.13217,85.61938,-50.63333,28.849443,-10.562704,-27.651457,-22.492275,-21.78149,-14.414734,-9.351117,-12.9396,-9.532629,-12.321291,ragamalika
398,0.06958631,0.24107762,1833.179081218309,1826.015888702474,3403.8301854916126,0.08732142406022636,-233.19649,92.22512,-50.726723,31.312178,-9.44309,-24.9846,-18.168652,-22.595713,-14.810267,-5.8594747,-17.019852,-12.763616,-12.467536,ragamalika
399,0.08946132,0.21862257,2084.6682488286856,1815.262891551208,3780.791797190784,0.11171890789207761,-223.23941,62.610107,-64.18558,23.17061,-22.897858,-23.591072,-15.599093,-18.751844,-14.094271,-7.7071652,-21.941368,-10.587286,-9.994134,ragamalika
400,0.009718398,0.23864624,2120.6438012891863,2273.9852932658528,4523.064316315547,0.10920909019446594,-400.95737,90.76309,-15.022884,13.987749,-5.136867,18.400389,-7.435888,-1.3429886,-4.0530157,-7.9556437,2.8663151,-0.037266828,-6.7007623,ragamalika
401,0.009881561,0.2699197,1988.246183871618,2220.0300558757544,4240.549357978183,0.09222771139705882,-388.04257,100.45378,-10.130683,14.726911,-9.161388,17.213194,-11.121794,-8.308161,-3.4620366,-6.5712476,0.33280864,5.3252325,-7.607756,ragamalika
402,0.01092351,0.25689068,1979.8789903137526,2190.2594669457994,4187.774677099458,0.09216799898413312,-378.57852,100.528206,-14.426304,15.961978,-8.292222,16.830513,-10.415538,-5.9129906,-1.0742755,-7.296726,-2.9731884,1.5349253,-8.300779,ragamalika
403,0.012249993,0.24875455,2193.528161130516,2256.8276705099,4611.638780717879,0.10616375713525542,-370.28317,85.65729,-19.724615,15.24509,-9.438001,14.328611,-10.720936,-3.473125,0.42429817,-7.040782,-2.261519,-0.100109205,-6.081068,ragamalika
404,0.013647266,0.25102097,2044.3586445564135,2223.07071201026,4282.757436085042,0.09342687270220588,-361.03732,95.672646,-13.627961,11.582093,-14.553832,12.532384,-7.23456,-4.4106274,-2.453407,-9.620936,-2.1444325,2.2860992,-2.6409972,ragamalika
405,0.0057010446,0.25516698,2075.7253331432976,2146.1682749198344,4198.632944774333,0.11456468895123839,-423.686,94.07649,-23.845758,22.407787,0.7201865,14.838666,-5.2134213,-0.29631075,-1.3566419,-6.650841,-3.8291287,2.8363345,1.1937385,ragamalika
406,0.0077379807,0.27210185,2090.155858524745,2269.388263495241,4435.848177032943,0.09781573505224458,-405.95346,95.03355,-13.101681,12.8585205,-2.1369827,19.97226,-9.273555,-4.303622,-1.2828827,-7.806585,-0.06691229,4.1299334,-3.0660305,ragamalika
407,0.010730736,0.25053614,2049.5418799613744,2221.0237438476524,4268.049191690451,0.09343858842879257,-373.1161,98.310455,-14.744758,10.736494,-8.393203,17.587214,-9.801457,-6.0844197,-3.7300756,-10.117996,-3.2761655,0.9516148,-7.5044937,ragamalika
408,0.010581297,0.26537073,2226.8234395099726,2327.5938770371017,4740.821332901993,0.10662482766544118,-371.43967,91.128784,-14.358952,10.395286,-6.860864,18.141014,-10.1555195,-5.9374194,-1.1879787,-8.711358,-2.728614,2.4593015,-5.194466,ragamalika
409,0.017377185,0.24650756,2513.824079516343,2434.665595146507,5211.185155342976,0.12160281721652477,-328.19012,71.50353,-15.892932,2.4348485,-13.5749655,16.888332,-11.679238,-7.154815,-3.776278,-11.8709545,1.601513,1.7548662,-7.3307366,ragamalika
410,0.03753269,0.27979803,1665.3685946688388,1619.9442156660184,2920.9323375217687,0.09407426107778638,-316.92368,112.54712,-63.03403,-11.325066,-21.288881,-12.89263,-9.066024,-17.11017,-12.947955,-2.0946295,-8.54461,-1.0470859,-2.5184042,begada
411,0.05349549,0.2666784,1535.9757746914254,1533.850889531862,2578.6260740675793,0.0815682898364938,-275.34695,120.82388,-64.06712,-14.221692,-23.664015,-15.632262,-13.751769,-21.931252,-17.924355,-2.455975,-12.538394,0.32603073,-3.0100596,begada
412,0.04882729,0.27106556,1594.783967366161,1572.8989500876612,2750.508368052196,0.08430863607778638,-276.84778,115.87473,-65.29774,-11.76084,-27.698174,-16.322048,-16.253239,-20.530325,-17.531153,-3.5256658,-12.186258,-2.6528535,-4.930219,begada
413,0.08142338,0.21297829,1634.3184077323865,1583.4503606042035,2836.11618372678,0.08125990167859908,-248.1892,100.10302,-69.83071,-17.107552,-28.847841,-23.7901,-21.643965,-18.74376,-16.333761,5.8874063,-6.4491825,3.8427029,-6.1337023,begada
414,0.027017236,0.25950053,1585.3405090481283,1627.3325130431747,2793.8247727904895,0.08096700851393189,-312.22742,123.246506,-57.322857,-6.8086696,-27.634136,-12.3184805,-9.474391,-15.84406,-13.970409,-6.8044367,-9.041415,-0.8653417,-0.45500472,begada
415,0.029520016,0.18525988,2069.08418073235,1768.0039924099756,3647.169612730989,0.11437572561919504,-330.70853,73.797745,-67.09706,-11.325521,-42.78718,-8.889378,0.89548296,2.4454806,-5.786993,-1.8739909,2.3275812,10.267193,10.030573,begada
416,0.02181203,0.2279206,1632.0819005464084,1607.1955744613456,2858.7993798979296,0.0823264107246517,-336.3344,111.338646,-65.30179,-0.30439717,-24.579624,-13.648651,-8.531264,-7.9996643,-8.218203,-10.571568,-9.2442,-2.0334096,-1.9957848,begada
417,0.08730623,0.24401477,1767.41198531888,1780.3206458728964,3184.4807438806115,0.08142467770414087,-184.28583,113.57914,-50.94654,1.7160176,-10.306865,-8.6951475,-16.435837,-13.826898,-10.111884,6.566015,-7.782777,3.3528898,-6.976556,begada
418,0.03793978,0.20970292,2070.7026605274846,1849.345599068497,3761.2522562221848,0.11801856073432662,-280.76627,88.10807,-52.048325,8.10667,-20.047562,2.0478263,-1.4195701,-2.7111137,-7.3636427,-1.6136849,1.1642872,11.800669,7.0679007,begada
419,0.057460736,0.20159814,2134.1555985311898,1867.6925615920381,3897.6764312838623,0.11974190632256192,-233.103,82.88851,-50.79257,14.0758095,-17.82905,4.015258,-1.8393898,-3.0970323,-8.232881,-2.7947185,-1.2910451,13.227475,5.270698,begada
420,0.053082008,0.2326759,1589.8593937939884,1769.0493308083398,2980.2819786426085,0.06981439265673374,-289.88922,106.479126,-38.39939,12.165021,-6.1778817,-11.622393,-13.655956,-8.901139,-21.849035,0.76530695,-16.243998,-10.457251,-6.8943152,begada
421,0.07333522,0.1994039,1501.0091408031246,1742.8845133946115,2904.73243548036,0.05975511863873839,-276.78036,101.96152,-42.438732,18.606478,-7.25169,-11.350645,-10.3662,-9.766146,-28.81516,-0.09182007,-17.779161,-7.5828075,-7.72044,begada
422,0.0750662,0.2261675,1547.1987592999603,1767.005032221529,2951.7238179965652,0.061136062669311146,-242.37614,108.32717,-42.83694,16.38952,-9.139547,-15.321762,-19.271845,-9.20814,-28.358181,-0.7609493,-20.4438,-10.283111,-8.299817,begada
423,0.11665627,0.1763093,1701.999113732902,1851.5151156583065,3208.3972659273413,0.06698863498935759,-239.00653,76.25879,-50.342064,13.193438,-10.599661,-21.958633,-22.54548,-7.1763163,-33.894634,4.114384,-21.452887,-6.2482524,-6.609738,begada
424,0.045828998,0.18991485,2081.614212446282,1867.5758092703368,3710.8775608310757,0.11090862640286378,-302.68567,67.81033,-52.42938,-3.3519275,-24.891829,-8.263,-9.803061,-6.7129116,-16.727585,-8.663638,-0.8518883,7.363404,14.721063,begada
425,0.040195458,0.21439631,1947.2025785293959,1868.2770885805237,3527.437003404363,0.09539549269543343,-285.8116,86.6521,-47.13353,15.139948,-15.467572,-2.5325541,-5.0203958,-4.0373635,-10.620873,-4.4878855,-10.28159,-3.2329898,-1.7481296,begada
426,0.13164465,0.2707223,1834.8415537493122,1890.5111120127908,3379.4378983347037,0.08503274356617647,-152.26634,102.41855,-35.968117,33.189243,2.868192,-10.937388,-19.56415,8.152711,-21.33243,9.057248,-7.105076,-3.2532809,-1.6143086,begada
427,0.15314892,0.3065248,1668.811653649695,1812.316209704996,3136.056036698191,0.07679016302244582,-138.32861,113.92932,-31.31308,31.34612,-0.56404096,-6.0870523,-12.34842,5.408003,-18.762463,7.5273604,-3.714354,-3.4879465,-0.90215516,begada
428,0.13783675,0.28923318,1820.127929515525,1945.9147503524875,3480.6539529617357,0.08716009275832043,-142.5262,104.69459,-26.568045,33.631218,4.197598,-3.7353091,-8.642826,3.357586,-17.410244,5.762991,-6.6152844,0.9563224,0.44759694,begada
429,0.16523595,0.31364706,1773.5635694765533,1878.9812470887075,3355.0713790090463,0.08776666505417957,-121.5431,108.62405,-28.961407,36.301785,-0.07810497,-3.3123968,-7.817466,5.49124,-19.036428,3.6654322,-6.435061,-0.34606224,-2.4405303,begada
430,0.03207205,0.23932971,2199.2595299739514,2376.340834639601,4788.279379263013,0.08697301905959752,-307.78983,80.31706,-11.82672,11.02389,-7.037684,8.532664,-24.355663,-16.03135,-8.499186,-13.783723,-1.0402358,-2.3274677,-9.926992,begada
431,0.06756965,0.23891816,2053.6096703489434,2223.9964050181934,4452.298077562645,0.08499192748645511,-188.40173,95.26492,-17.836771,6.5677276,-19.032246,11.350778,-15.503105,-14.001332,-10.667941,-7.962525,0.8662957,2.4670115,-16.507124,begada
432,0.06408254,0.24297307,2022.426892411289,2216.8405568723233,4376.681868136851,0.08501535893962849,-192.26665,98.99573,-15.290834,6.6228995,-16.253881,11.327485,-16.32979,-10.636634,-9.703109,-8.824762,0.5118104,0.8677831,-11.121551,begada
433,0.060609486,0.24465066,1907.9797816590458,2179.4959018315785,4044.7922083615517,0.08039369376451239,-201.8583,104.0216,-12.272146,13.730583,-7.1139216,10.298163,-13.200849,-8.129302,-11.19416,-8.522001,-2.7596173,-1.909441,-7.7381225,begada
434,0.05247644,0.27791247,1993.2607079978857,2295.717588604869,4422.173259723298,0.08177614950174149,-213.11446,103.04059,-7.5238743,9.053479,-9.494129,13.179134,-12.57207,-8.214842,-7.438912,-8.286109,0.9784217,1.4590921,-7.519618,begada
435,0.07456157,0.23704465,1956.177626468955,2275.489815302876,4342.098743922939,0.07100183823529412,-189.46353,97.32449,-12.293974,9.756944,-12.994278,9.414451,-13.501938,-10.647479,-8.480924,-12.136766,-1.7821164,-2.652509,-8.973512,begada
436,0.077432014,0.23790646,1921.7544655961358,2190.4418321384646,4125.175055630805,0.0746219977505805,-185.07576,100.17556,-13.364265,16.9132,-9.906979,8.684853,-14.421225,-13.413218,-7.9814425,-10.053404,-2.972982,-0.22059737,-10.132592,begada
437,0.056018244,0.27206296,1954.2207388187508,2261.595849558523,4299.174003482972,0.0815826510497291,-221.61607,104.365974,-7.631226,13.004379,-8.572349,11.115102,-13.714847,-9.078218,-9.745833,-7.669772,0.5703022,0.76092386,-6.932093,begada
438,0.08381513,0.22324078,1925.8207421458972,2239.665675472914,4138.691640564532,0.07122330326044891,-179.7185,100.99144,-9.94548,11.42598,-8.984217,11.089255,-12.30124,-9.683986,-12.732818,-7.117668,-2.2214522,0.9539367,-11.612733,begada
439,0.07537212,0.26484603,1985.2497795438362,2250.827993135546,4320.248876046101,0.07999271357391641,-171.6243,102.93027,-9.441352,11.708635,-11.768841,9.731998,-14.933733,-9.5665865,-9.496616,-7.333072,-0.45223457,-0.12172616,-9.588045,begada
440,0.043225337,0.24199438,1645.1649202832098,1599.9751330933454,2788.1998068038893,0.08848510364260836,-307.54465,103.44304,-62.304325,-15.260621,-27.913979,-18.123343,-13.412341,-13.847176,-14.647117,-5.155095,-7.714783,-2.755003,-3.019039,behag
441,0.04608812,0.24029157,1659.077954561645,1635.63032652936,2791.316454624613,0.0860796004256966,-294.25613,102.832794,-60.506996,-13.686182,-25.378984,-20.343958,-13.461694,-11.056035,-21.335892,-8.574624,-8.180434,-1.4044622,-4.5428295,behag
442,0.041700892,0.22695331,1626.7423473705069,1575.2178093647601,2801.8247244158765,0.08518769349845201,-296.36603,106.314674,-64.034805,-10.83255,-31.10021,-22.689554,-10.419396,-13.082252,-19.455568,-5.5689397,-7.612787,0.87067556,-4.0967994,behag
443,0.041794714,0.25579935,1592.984292010265,1589.7413113240966,2728.7918327024477,0.0804129680243808,-299.1454,115.10848,-62.380383,-8.567649,-21.066345,-19.73713,-13.965521,-12.713511,-14.460659,-3.5936785,-10.777576,-5.828474,-5.369534,behag
444,0.040013604,0.2669456,1565.2087851816127,1621.1232116603323,2756.033334643479,0.07637104235197369,-291.68808,122.443054,-53.298363,0.20368698,-15.320483,-16.169107,-12.372258,-12.357006,-14.525381,-5.4080544,-13.091128,-4.6199427,-5.271319,behag
445,0.059684448,0.25583655,1663.0478512899253,1708.4816783658678,2920.965670653541,0.08217788554566563,-234.02443,119.62556,-47.506935,2.7776282,-7.7437916,-4.199362,-10.010403,-7.992873,-10.377522,-1.7180984,-5.670944,-2.056624,-2.0985959,behag
446,0.071381114,0.22795255,1797.5947032396418,1829.5929011795515,3213.622234332672,0.08474060625483747,-213.22566,106.19299,-46.13419,3.0514135,-7.159317,-3.642522,-12.967895,-9.005466,-11.699079,0.36654726,-6.9769254,0.56122535,-3.1787827,behag
447,0.05003631,0.274172,1715.128255383472,1780.6894187134235,3173.7891418645995,0.07853505043053406,-230.7932,120.21358,-45.20385,11.5468025,-7.4393992,-1.3254981,-10.236597,-10.626055,-11.277959,-2.376542,-8.789797,0.41056946,-4.72413,behag
448,0.07990039,0.2235653,1862.7300840604667,1812.0747402868235,3278.6218412889416,0.08977307771381579,-204.23227,96.464645,-55.059185,4.8813066,-9.047439,-4.8798575,-13.252437,-10.213038,-14.3942375,-3.3179617,-5.557325,3.907956,-3.8792453,behag
449,0.057970755,0.28065902,1774.0535532677623,1767.870289983869,3184.9140745936534,0.09020882715750773,-211.01952,117.97408,-48.25384,7.184786,-6.495772,-1.9344362,-13.956173,-10.932521,-10.631018,0.40097508,-6.5143905,-0.41041663,-5.140227,behag
450,0.13115154,0.2701426,1655.4747761158992,1769.3140569368084,3235.663767717202,0.07463673689047988,-152.64767,116.36587,-41.12875,27.133284,-4.862501,-14.714751,-10.561929,-24.424181,-19.378561,-2.7039716,-11.432134,-1.5406165,-5.5408883,behag
451,0.168283,0.28021592,1678.6501928969174,1779.9203315622183,3191.8306994364357,0.07841524767801858,-111.69511,120.306984,-37.868332,24.055836,-6.196559,-9.080583,-10.12508,-16.466612,-13.615017,-0.7713232,-8.530891,-0.99012345,-4.55612,behag
452,0.15551281,0.289211,1646.10859464634,1774.9679353383626,3122.1311209002515,0.07825727433243033,-115.40276,121.87671,-40.612576,24.068167,-3.3748417,-8.499095,-9.426899,-15.753439,-17.25511,-0.54054266,-7.9295287,1.5639614,-5.41303,behag
453,0.17154439,0.3037064,1779.0217607823797,1858.7432861983107,3382.1295487253287,0.0859458143866099,-95.044395,115.72512,-40.60409,21.00152,-4.6026087,-8.825065,-11.405243,-16.752502,-14.384373,-0.7718958,-9.388628,-0.51671576,-6.4607697,behag
454,0.17257603,0.3093549,1772.499957762895,1847.3338888116002,3377.9712405367163,0.08754860136900154,-94.10903,117.69449,-40.670803,20.095434,-6.8273087,-9.049178,-11.727386,-16.405394,-14.291779,-0.14391531,-7.6722574,0.17675321,-6.386685,behag
455,0.1264364,0.28644863,1702.337705123279,1848.386589049095,3259.7636219886804,0.0774069393382353,-141.08688,115.74374,-34.722534,28.922935,-1.4753981,-3.344509,-13.071007,-12.917584,-14.972351,-1.8028817,-7.482696,-0.9464218,-7.032476,behag
456,0.16779892,0.2893557,1684.8304358727535,1788.7454839458376,3217.6638765600815,0.078499903250774,-110.68378,116.58514,-41.07554,22.994902,-8.359567,-8.434674,-14.17989,-15.88196,-14.112284,-2.3157089,-8.860663,0.8684999,-6.005358,behag
457,0.1693483,0.3047064,1692.1861797338488,1766.7582485224552,3177.722451413748,0.0831638962122678,-100.02131,120.821884,-42.899044,22.867796,-7.357559,-9.136765,-12.988517,-14.014866,-15.428989,-1.6724751,-6.276695,1.6369199,-1.9905334,behag
458,0.16147104,0.30134365,1695.1286267492014,1788.4657655917742,3134.6143787490323,0.08427462267801858,-112.19205,117.67762,-39.412594,24.084993,-4.195398,-4.0903735,-13.757144,-9.86454,-15.5248375,-3.0590694,-4.04256,2.555638,-5.2466054,behag
459,0.18304446,0.3286731,1673.730685262982,1835.3060899351315,3204.397290114648,0.07462350945723684,-99.53042,121.348465,-36.524246,20.23065,-4.203772,-4.3991947,-11.114481,-11.638576,-13.733949,-1.9287858,-4.2924895,2.230889,-5.6433625,behag
460,0.05604467,0.24769934,1509.1861860215695,1760.525413570006,3060.181495501161,0.061851855771091334,-275.95203,113.93585,-19.268353,28.978703,-11.99433,-2.919798,-15.712056,-21.095917,-11.944407,-5.2027717,-5.071425,-2.8119767,-8.483947,behag
461,0.1044821,0.2733029,1605.1603409238578,1810.6418164070813,3251.513671875,0.0692335193740325,-184.84518,119.79208,-19.944956,31.267578,-14.624018,3.2511425,-15.233014,-17.008078,-9.385504,-8.0595875,-11.002116,-3.0483947,-6.0644636,behag
462,0.10773948,0.28383425,1709.5570599456921,1853.5775455788294,3420.637649205447,0.07807738124032508,-164.69896,116.308075,-25.752357,29.40051,-15.315765,3.4050498,-15.57434,-18.061983,-11.057047,-7.1121793,-11.733982,-2.4834094,-5.1517005,behag
463,0.092495464,0.29851115,1462.1138723925578,1716.3211572707548,2862.2410257534348,0.06536581789376934,-201.30002,131.31088,-16.678677,27.402174,-13.613369,2.1714656,-10.317506,-16.208338,-12.4478035,-6.4022517,-11.826962,-1.9227308,-5.9519386,behag
464,0.08577195,0.2699547,1546.3862095027766,1759.9950755864704,3055.006526793489,0.06954568679856811,-214.73843,122.44637,-16.078165,28.334269,-18.158678,3.0821128,-10.485856,-16.656265,-13.521457,-7.781389,-12.899718,-1.3125408,-4.297016,behag
465,0.10908245,0.27297875,1810.9338969633122,1935.0696036967747,3737.602399229634,0.08146889512383901,-157.89561,109.26451,-23.37246,33.91714,-18.003363,7.000221,-15.980502,-17.086056,-7.6841335,-5.999704,-10.583395,-1.945928,-1.618477,behag
466,0.09689379,0.33396605,1607.002426339875,1795.329753633657,3154.039261289425,0.07624934996613777,-180.59663,124.221436,-16.764551,26.885448,-15.377325,6.48945,-11.671438,-16.729734,-8.909748,-6.349762,-11.93378,-5.6443644,-4.7923284,behag
467,0.103309594,0.27128854,1865.9880851341472,1948.857252705618,3780.5438062354874,0.08843672902960527,-168.86461,105.649864,-22.678303,29.930508,-20.380196,5.135755,-13.461036,-15.827172,-9.90956,-9.07666,-13.787885,-3.390771,0.08736928,behag
468,0.12166402,0.30853662,1639.4280833834962,1853.551425259848,3352.2380628083883,0.07166132026412539,-146.86296,122.76004,-22.50824,33.13355,-9.966009,6.1279507,-13.2194,-16.389479,-10.834592,-3.8041255,-11.492077,-3.352392,-3.9385545,behag
469,0.093625955,0.3049882,1638.86113586071,1800.85531443219,3282.2634859350815,0.07619984157314241,-183.37248,122.96406,-21.742937,30.44493,-15.535014,7.708079,-13.60627,-15.859091,-10.795735,-6.373,-11.742588,-2.7268162,-4.6381345,behag
470,0.042869553,0.22818632,1892.4285422411376,2219.8660027147666,4066.5420768430727,0.07132496553308823,-258.08722,97.88975,-11.64226,22.135345,-3.014501,10.077981,-9.233155,-6.396294,-9.181817,-6.771269,-3.2673244,1.2974383,-8.555331,behag
471,0.047302034,0.23532222,1969.1058539113346,2206.7447498945417,4176.4830787115425,0.0737814888496517,-229.02562,97.0083,-18.65589,18.828321,-6.5895233,9.439916,-11.464576,-10.89215,-10.150049,-4.4869995,-3.2688298,1.0308133,-7.9112234,behag
472,0.05601326,0.2473381,2006.3603003738078,2235.733378939425,4307.065622430098,0.07673045060952012,-207.55515,97.43433,-14.90867,20.288506,-6.476419,8.852016,-14.308961,-10.78542,-7.6785536,-6.305061,-3.6833417,0.69205725,-7.935564,behag
473,0.0454366,0.2345931,2194.17412109324,2402.7497143282744,4754.012919800938,0.091561426688274,-229.31906,88.814186,-4.1234756,18.401579,-3.4376545,15.359687,-6.7995524,-6.274999,-6.810666,-8.109205,0.5084114,3.7363772,-4.8680367,behag
474,0.04587837,0.23508008,2202.6606170200553,2407.760113108042,4775.721121867744,0.09183466766640867,-228.98602,88.25018,-4.2005024,18.171667,-3.7366924,15.199382,-6.8237987,-6.251621,-6.640669,-8.237291,0.51589316,3.7374382,-4.8707747,behag
475,0.06350133,0.25071156,2148.955768306572,2322.721399402697,4558.005771696014,0.08966272312790248,-204.37248,90.81024,-10.271672,13.872714,-8.481901,9.28037,-13.195496,-9.115342,-8.599311,-7.7635818,0.12860098,3.0481172,-7.0638127,behag
476,0.06442374,0.24110977,1959.5199198971798,2248.9245065192817,4207.407891713428,0.07339978291892414,-212.38908,98.20377,-11.016783,16.676683,-7.198874,8.482019,-11.707121,-10.687286,-9.626818,-6.159501,-2.5401998,-0.5138543,-7.8362594,behag
