,rmse,chroma_stft,spec_cent,spec_bw,rolloff,zcr,mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,raga
49,0.13153608,0.2458984,1860.079000232039,2080.3139645936603,3578.236696225571,0.06989867030282508,-179.05759,92.98833,-13.611385,32.445747,1.1916232,-13.597808,-12.693441,3.4936182,-17.514078,9.002086,-12.169615,-1.5950059,-9.955396,surati
50,0.053968698,0.20464142,1760.823254546488,1907.139536036701,3361.626642400568,0.07735928622159091,-270.32925,98.28035,-37.703747,14.450136,-6.4449778,-11.160173,-18.42436,-23.199152,-21.120047,-4.68755,-14.210272,-5.822719,-9.811476,surati
51,0.053968698,0.20464142,1760.823254546488,1907.139536036701,3361.626642400568,0.07735928622159091,-270.32925,98.28035,-37.703747,14.450136,-6.4449778,-11.160173,-18.42436,-23.199152,-21.120047,-4.68755,-14.210272,-5.822719,-9.811476,surati
52,0.06989361,0.19347748,1725.1923348152236,1877.5875004979157,3291.9699928977275,0.059636896306818184,-262.84903,87.52259,-31.849586,40.264286,-8.362414,-26.008297,-23.395676,-15.749738,-20.389875,-14.606028,-16.692482,-12.281751,-11.873415,surati
53,0.075230874,0.22271787,1854.3749554860326,1738.4650860986617,3354.938299005682,0.09840716737689394,-219.71487,88.11007,-59.731377,30.708607,-14.426543,-25.5878,-22.821604,-20.954302,-14.865229,-8.157222,-19.637283,-15.221571,-7.006794,surati
54,0.045674253,0.2707683,1993.801525367662,1870.2072202136978,3770.349675958807,0.09657611268939394,-262.31042,90.21869,-46.264664,36.30365,-12.7060585,-19.834362,-24.330313,-20.828207,-14.522186,-15.047539,-16.498823,0.18332592,-6.6482773,surati
55,0.06581067,0.21094051,1606.9812238355948,1839.0849236214162,3205.6740500710225,0.05312647964015151,-259.08746,103.0348,-34.59716,32.674904,-10.89484,-18.032944,-20.425037,-22.65639,-17.812283,-14.781358,-14.051966,-10.074469,-13.03771,surati
56,0.0656966,0.19967955,1787.7470544644857,1974.571024298181,3550.6946910511365,0.06563683712121213,-246.85272,87.45067,-40.026955,19.815964,-16.66333,-19.62189,-12.681066,-31.436916,-20.81904,-6.296924,-14.502884,-6.652216,-12.748886,surati
57,0.05444079,0.19694223,1533.9061400795613,1709.9649891040056,3132.6732288707385,0.05460242069128788,-286.42117,110.48477,-42.520817,37.46454,-10.280973,-21.834133,-14.458565,-21.779047,-21.06048,-10.989049,-13.680283,-5.9339,-11.486999,surati
58,0.0518623,0.20235574,1640.181583092272,1797.1137921281595,3262.6880992542615,0.06394634824810606,-260.1798,109.91099,-44.719612,28.271296,-11.410449,-13.592931,-14.421154,-25.560295,-20.905758,-11.99233,-7.868346,-3.97486,-15.07794,surati
59,0.051275916,0.17247109,1182.7798293531484,1571.8189869088365,2355.194091796875,0.033976236979166664,-329.01544,124.9963,-30.685171,35.783714,-6.155375,-15.504429,-17.074944,-24.176147,-16.851503,-10.980331,-12.699093,-13.46005,-12.968944,surati
60,0.038441148,0.2575563,1929.193874977619,2157.410697585522,4043.1156872860533,0.07081674097283569,-283.82538,94.68085,-12.836512,8.587526,-18.628206,-0.5537916,-25.686731,-9.727072,-12.028443,-8.091048,-4.088751,-0.4861614,-15.714473,shuddha saveri
61,0.038441148,0.2575563,1929.193874977619,2157.410697585522,4043.1156872860533,0.07081674097283569,-283.82538,94.68085,-12.836512,8.587526,-18.628206,-0.5537916,-25.686731,-9.727072,-12.028443,-8.091048,-4.088751,-0.4861614,-15.714473,shuddha saveri
62,0.05525812,0.2936937,1943.331260578868,2172.0335238532634,4184.165776660501,0.07145685526170495,-217.62831,105.18797,-9.311769,10.579746,-20.767012,5.0952654,-30.148283,-7.638715,-5.3742905,-8.671037,-6.1137395,5.3398576,-14.164466,shuddha saveri
63,0.042394146,0.25362536,1829.7816058498597,2106.220955278309,3883.4523123481667,0.06984621728688163,-264.73972,104.7743,-7.3114667,7.40378,-20.746984,7.921799,-22.149445,-14.638836,-9.625087,-1.9186012,-3.6686137,-5.3107033,-11.841155,shuddha saveri
64,0.0578348,0.28812766,1822.9500509966374,2110.222832804163,3888.1603227487303,0.06883169652716431,-222.76924,108.96596,-9.973962,-0.20681536,-25.877962,5.8013387,-25.315605,-9.653813,-6.947951,-1.0996718,-6.7805524,0.09495726,-13.186159,shuddha saveri
65,0.049275804,0.2679394,1702.7326440147806,2067.8643465711316,3547.890059939543,0.05719447051678445,-256.4315,112.447,-3.5884073,9.2672615,-18.396767,2.2497702,-22.27007,-5.4907856,-14.89245,-13.248944,-9.341023,-1.2633224,-13.374919,shuddha saveri
66,0.04752924,0.2708012,1717.9695524222666,2033.8412763475055,3486.6003245431207,0.06316470088891343,-254.51027,114.76714,-6.493359,10.047177,-16.729485,2.7748787,-24.09059,-9.8660145,-12.475062,-10.978901,-9.900714,-0.6508982,-11.282128,shuddha saveri
67,0.061002955,0.29822126,1810.1800541270263,2127.971018153437,3905.3564496259387,0.06538310236307421,-223.98843,110.78949,-2.251157,2.7112796,-22.381756,8.717149,-23.593754,-10.366972,-5.761599,-7.712675,-7.5039268,3.3106046,-15.099197,shuddha saveri
68,0.036762446,0.2902178,1682.2352305351874,2001.294471098783,3447.129126235369,0.06633249019986749,-284.54346,117.86451,-6.72663,8.311643,-19.077528,6.356524,-16.983847,-11.528384,-10.224795,-7.1731124,-4.891292,-0.23649225,-10.9298,shuddha saveri
69,0.043590866,0.28934443,1927.5341702767207,2136.7033290002805,4037.713364240559,0.07691982525397527,-257.9616,104.6324,-11.08348,5.5364556,-20.107807,6.628129,-17.400705,-11.029118,-11.347675,-8.446787,-6.9972467,1.093797,-10.650308,shuddha saveri
70,0.022537634,0.2321971,1455.7566647517715,1814.2541035158893,2801.94139037708,0.05359869328076625,-383.24323,110.829834,-21.650759,12.916386,-5.6624055,-0.9884713,-29.292788,-16.952015,-8.302106,-6.331473,-3.6605496,-2.5360587,-13.33028,mohanam
71,0.01806845,0.24262173,1446.3832442141927,1802.9627339805318,2790.066462183146,0.052302782749613,-388.881,116.887856,-24.382372,20.986996,-2.0296993,1.8230165,-25.065762,-17.543598,-5.1961184,-8.972684,-7.5331836,-4.7214937,-8.696532,mohanam
72,0.019095838,0.2712437,1437.310886042034,1765.9724440618163,2746.3167267318113,0.05510397518382353,-375.58743,124.37394,-24.655443,13.129387,-10.207798,2.5321634,-30.176592,-18.702374,-1.2543426,-6.5015693,-3.3387437,-0.82751495,-12.573765,mohanam
73,0.02487727,0.2410215,1662.9968702120652,1888.497239241125,3364.571321564193,0.06469008501838236,-354.06802,96.10102,-29.342396,11.81149,-17.596783,1.1004496,-26.834135,-21.57308,-8.22647,-7.1117377,-6.622216,-4.1377144,-12.893978,mohanam
74,0.008792809,0.20967774,1477.3943842956685,1707.7220966620962,2777.116540489551,0.06051134989357585,-468.31442,111.29042,-33.78866,8.457022,-9.570435,-4.62673,-8.041685,-20.38491,-12.895782,-10.090079,-21.143826,-15.861344,-3.1249976,mohanam
75,0.012751969,0.17208034,2342.3487515505512,2160.6880938801055,4498.122800466815,0.11733867066563468,-418.9785,60.30816,-22.932972,5.2415867,-27.338127,-2.353721,-9.7958,-16.789698,-22.192963,-13.572485,-9.408957,5.8425593,6.3569,mohanam
76,0.036222678,0.21933338,2025.1664360430316,2195.2327238575394,4361.048629335574,0.07639107246517028,-311.45227,85.30427,-0.78867304,15.362274,-25.209293,10.529287,-25.146511,-16.572714,-8.273073,-9.002904,-10.504367,-3.228692,-10.168825,mohanam
77,0.039400686,0.24249913,2055.922245701273,2160.429843702806,4282.499104313806,0.0840837697126548,-282.51953,89.27769,-6.1612005,13.458759,-24.906761,11.096543,-20.17072,-10.721331,-9.525538,-5.9980593,-7.4652195,-4.855945,-8.064476,mohanam
78,0.019047467,0.4127525,1706.6685662087696,2050.885714119474,3456.304100201964,0.060101677389705885,-367.40207,119.53627,6.238395,3.0350769,-9.891638,11.063352,-9.393689,-2.7028441,-7.7305965,-2.089831,-3.9672928,-2.6397145,-6.8729033,mohanam
79,0.04356028,0.29444388,1935.4783050882909,2133.650887386631,4054.1671516725523,0.07091340339589783,-284.2741,98.26736,-1.9142008,6.3856053,-26.616505,11.355688,-18.387218,-7.243247,-8.87173,-4.4044127,-8.357892,-4.771394,-9.499559,mohanam
80,0.026647482,0.26197103,2110.557330571832,2119.601771475122,4293.569466581313,0.08952530570652174,-333.85345,85.55022,-32.672863,33.82432,-3.6266572,6.86835,-6.5586104,-5.490706,-25.850985,-10.817499,-23.12914,-9.722219,-5.7428246,mohanam
81,0.026647482,0.26197103,2110.557330571832,2119.601771475122,4293.569466581313,0.08952530570652174,-333.85345,85.55022,-32.672863,33.82432,-3.6266572,6.86835,-6.5586104,-5.490706,-25.850985,-10.817499,-23.12914,-9.722219,-5.7428246,mohanam
82,0.025423555,0.24832067,2052.7004816796784,2077.5717099751137,4284.783343567099,0.08959879285117058,-341.84296,89.57474,-33.25014,26.236582,-9.629589,5.1722775,-13.77702,-4.173246,-22.886782,-11.48854,-18.911087,-6.8155775,-0.59535545,mohanam
83,0.042765684,0.23440662,1791.7502889343846,1930.6603686118945,3689.163422345318,0.07507283392558528,-297.9325,95.24053,-34.31822,35.944458,-8.199896,-2.8452022,-10.659916,-1.7451376,-29.924845,-12.909712,-21.513958,-1.3475715,-4.316632,mohanam
84,0.032198682,0.18310218,1923.113815600089,2080.822057429301,3928.1891787729933,0.0712139423076923,-332.12433,83.28671,-26.795406,29.794697,-11.647098,7.11263,-13.235519,-3.9332557,-26.33702,-23.204464,-28.576126,-6.864285,-0.6842347,mohanam
85,0.0351733,0.17811793,2213.748729682541,2146.5215944456945,4553.804347826087,0.09312780884197325,-312.2988,68.803764,-30.514208,37.93199,-11.666824,6.7560387,-15.203451,-2.6127071,-22.556608,-17.662762,-33.793232,-18.71386,-6.4517536,mohanam
86,0.05004182,0.2164093,1980.4669277897485,2060.3861246230017,3939.3158673442726,0.07725131950250837,-278.47055,75.085,-34.774845,43.05569,-9.049383,4.0923576,-3.2206929,-0.8770438,-31.53744,-17.47982,-33.682644,-13.631623,-8.131111,mohanam
87,0.040085822,0.22177246,2038.2771962010504,2082.789088478619,4117.594945390886,0.0764005016722408,-293.3057,82.14679,-31.152147,40.942463,-9.070245,0.6779713,-11.131652,0.4150263,-23.559439,-13.608937,-28.508106,-9.766881,-8.310426,mohanam
88,0.04187985,0.24079666,1942.9144967843793,2053.525707508371,3901.0386183110368,0.07189655622909699,-281.1674,92.48375,-30.636425,38.48293,1.1615363,-1.8619732,-13.490158,-11.565274,-21.18555,-9.123152,-28.546183,-7.9217606,-0.9645065,mohanam
89,0.04296053,0.25046986,1714.9248602044358,1909.6941678759604,3433.033533000627,0.06351738869147157,-271.3499,110.71906,-31.766024,39.472736,9.973805,-2.7459664,-16.126143,-13.125826,-16.536297,-11.503961,-27.425524,-6.8114,1.0817639,mohanam
90,0.050082516,0.21854599,1714.5329097246672,1928.5390269894156,3227.955480994824,0.07039564386609908,-278.06036,99.16295,-36.28974,25.485325,-0.56001127,-21.05434,-17.667004,-20.633873,-14.047005,-6.760635,-11.574184,-10.103185,-10.767855,mohanam
91,0.06253771,0.22463252,1719.0321779614776,1863.730696491684,3341.0297972499034,0.07594927619485294,-256.6872,96.04539,-42.762444,28.746838,-9.706989,-16.13735,-14.124539,-22.164873,-14.303741,-3.9590812,-11.643029,-9.303165,-10.156871,mohanam
92,0.054004647,0.22727205,1832.3251368630001,1849.0593824253774,3429.1875975050793,0.08985659950657894,-260.13168,92.31605,-45.30943,31.537493,-7.8738875,-16.213463,-19.197525,-20.716196,-11.970233,-6.413998,-14.396427,-12.058672,-10.411867,mohanam
93,0.07113871,0.2354072,1941.9637539314256,1905.1785426621034,3526.4536760170763,0.09706706233068886,-232.09631,80.59038,-46.12437,28.298296,-10.05278,-24.416273,-22.58737,-20.587772,-16.64245,-5.30005,-14.923221,-13.720334,-8.720113,mohanam
94,0.04105458,0.2018076,2416.2622621498545,1873.6517219235955,4133.891669589299,0.16220839178599072,-288.64978,62.137215,-43.09949,33.555202,-30.263466,-24.174208,-20.175795,-4.748823,-15.624758,-6.789686,-0.6720239,2.2442589,1.365005,mohanam
95,0.11272832,0.29368815,1624.6940060600002,1816.2449104749878,3128.656081444708,0.07433175007256192,-188.75084,106.975136,-26.7064,39.123936,0.8333774,-11.72363,-6.291402,-15.51891,-6.220367,-6.4861164,-13.806526,-4.5107284,-8.323633,mohanam
96,0.10977664,0.31367764,1416.9714411751522,1753.2132795771502,2827.324570221798,0.05800682989067337,-210.34296,118.25497,-14.337962,44.837414,8.347808,-7.650702,-1.2574567,-12.41229,-7.7726636,-3.0654106,-10.427647,-6.017656,-5.8555903,mohanam
97,0.10086801,0.26340333,1395.9895135494069,1665.8902279944627,2742.7584149151025,0.06307407060274768,-219.54504,118.77174,-16.074533,40.329334,-0.6622271,-7.330506,-10.017528,-11.074196,-9.25058,-11.878237,-11.875082,-6.4006763,-6.4958096,mohanam
98,0.1336808,0.408826,985.2008146911286,1588.9032541042634,1722.8395822247485,0.030332394059597523,-211.4145,151.39723,18.804224,24.990822,5.6409154,9.338469,-2.8804324,-2.868151,-9.505415,-1.8504775,-7.0848217,-7.413901,-3.2446864,mohanam
99,0.12881896,0.37426555,1048.5190852358767,1600.7532712130703,1933.363309216573,0.03549789570433436,-230.02124,140.6355,18.39273,26.174232,4.7590904,2.7823825,-2.9528253,-2.8698325,-10.497766,-2.444573,-3.9979782,-7.698813,-3.4919183,mohanam
100,0.022082668,0.21179454,1711.475334659191,1852.8125981810401,3343.088118136852,0.07570551349651702,-404.9773,90.9533,-29.05802,26.385963,-8.055981,-16.445316,-12.389366,-22.119125,-5.743783,2.0614219,-8.953896,4.199693,1.9746453,mohanam
101,0.031802893,0.2175753,1758.9896518548262,1808.6423355968184,3343.2714503616003,0.07676899912925697,-342.23532,85.63829,-47.08759,15.670076,-16.608232,-18.20174,-15.722839,-19.2002,-8.123086,-0.12448923,-13.10105,-4.128452,-0.51779544,mohanam
102,0.025886595,0.21862638,1557.5360304080896,1803.4876933731207,3081.87303100208,0.060839768164667185,-374.50833,100.40755,-31.132767,29.12097,-3.0834322,-20.449549,-10.893025,-18.506271,-8.775637,-2.295172,-10.853412,-1.3479931,0.8670168,mohanam
